1000.	-9.36739077419268e-13
891.2509381337459	-1.1515180965380424e-12
794.3282347242822	-1.4102434727465171e-12
707.9457843841374	-1.7198438384940068e-12
630.957344480193	-2.0873928794140233e-12
562.341325190349	-2.5195251846062346e-12
501.1872336272725	-3.021461571184428e-12
446.6835921509635	-3.595450208848136e-12
398.1071705534977	-4.238344417276465e-12
354.8133892335753	-4.937917445615892e-12
316.2277660168379	-5.667345234052846e-12
281.8382931264455	-6.377051563165903e-12
251.18864315095823	-6.9827810922292e-12
223.87211385683423	-7.34831079485247e-12
199.5262314968883	-7.260584591386724e-12
177.82794100389228	-6.3942000922291176e-12
158.48931924611142	-4.2610132935597334e-12
141.25375446227554	-1.3905642463723563e-13
125.89254117941661	7.027143383651369e-12
112.2018454301963	1.8765568347036418e-11
100.	3.726949413665976e-11
89.12509381337459	6.566345062225313e-11
79.43282347242823	1.0836827170969959e-10
70.79457843841388	1.715997031324738e-10
63.09573444801929	2.640461899525352e-10
56.23413251903491	3.977858522134876e-10
50.11872336272725	5.895209707407194e-10
44.668359215096345	8.622312904232205e-10
39.81071705534978	1.2473759032147248e-9
35.481338923357534	1.7878082999445745e-9
31.622776601683793	2.541611414264723e-9
28.18382931264455	3.587110321881181e-9
25.11886431509582	5.029381073767666e-9
22.38721138568338	7.008646237453007e-9
19.952623149688787	9.71103255440974e-9
17.78279410038923	1.3382265905785553e-8
15.848931924611144	1.834499818903193e-8
14.125375446227554	2.502060900177001e-8
12.589254117941687	3.395651733254721e-8
11.22018454301963	4.58602950693861e-8
10.	6.164221801153214e-8
