316.2277660168379	-1.8521164572605288e-11
281.8382931264455	-2.4827214479286213e-11
251.18864315095823	-3.3304884105394946e-11
223.87211385683423	-4.4698873896714204e-11
199.52623149688787	-6.000259595714007e-11
177.82794100389228	-8.05358534042474e-11
158.48931924611142	-1.0804325298466573e-10
141.25375446227554	-1.4481672935037092e-10
125.89254117941661	-1.9384471052604754e-10
112.2018454301963	-2.589884092853846e-10
100.	-3.4518176660585566e-10
89.12509381337459	-4.5864468817483754e-10
79.43282347242823	-6.070880050015582e-10
70.79457843841388	-7.998711580934856e-10
63.09573444801929	-1.0480474245447257e-9
56.23413251903491	-1.3641946004004338e-9
50.11872336272725	-1.7618654088142822e-9
44.668359215096345	-2.254444315414771e-9
39.81071705534969	-2.853049391415092e-9
35.481338923357534	-3.563030904050811e-9
31.622776601683793	-4.37842110917893e-9
28.18382931264455	-5.273490518897488e-9
25.11886431509582	-6.190315763322649e-9
22.387211385683425	-7.020983161006976e-9
19.952623149688787	-7.582720230794157e-9
17.78279410038923	-7.583928354747669e-9
15.848931924611144	-6.578701998091818e-9
14.125375446227554	-3.907082835541338e-9
12.58925411794166	1.3821254906033737e-9
11.22018454301963	1.0629519194476585e-8
10.	2.568829953523208e-8
